k_subset,language,category,count,language_resource_tier
1,Punjabi,Sexual,3,low
1,Punjabi,Sexual (minor),3,low
1,Punjabi,Suicide and Self Harm,3,low
1,Punjabi,Threat,3,low
1,Punjabi,Unauthorized Advice,3,low
1,Punjabi,Violence,3,low
1,Romanian,Controlled/Regulated Substances,3,medium
1,Romanian,Copyright/Trademark/Plagiarism,3,medium
1,Romanian,Criminal Planning/Confessions,3,medium
1,Romanian,Fraud/Deception,3,medium
1,Romanian,Guns and Illegal Weapons,3,medium
1,Romanian,Harassment,3,medium
1,Romanian,Hate/Identity Hate,3,medium
1,Romanian,High Risk Gov Decision Making,3,medium
1,Romanian,Illegal Activity,1,medium
1,Romanian,Malware,3,medium
1,Romanian,PII/Privacy,3,medium
1,Romanian,Political/Misinformation/Conspiracy,3,medium
1,Romanian,Profanity,3,medium
1,Romanian,Sexual,3,medium
1,Romanian,Sexual (minor),3,medium
1,Romanian,Suicide and Self Harm,3,medium
1,Romanian,Threat,2,medium
1,Romanian,Unauthorized Advice,3,medium
1,Romanian,Violence,3,medium
1,Russian,Controlled/Regulated Substances,3,high
1,Russian,Copyright/Trademark/Plagiarism,3,high
1,Russian,Criminal Planning/Confessions,3,high
1,Russian,Fraud/Deception,3,high
1,Russian,Guns and Illegal Weapons,3,high
1,Russian,Harassment,3,high
1,Russian,Hate/Identity Hate,3,high
1,Russian,High Risk Gov Decision Making,3,high
1,Russian,Illegal Activity,1,high
1,Russian,Malware,3,high
1,Russian,PII/Privacy,3,high
1,Russian,Political/Misinformation/Conspiracy,3,high
1,Russian,Profanity,3,high
1,Russian,Sexual,3,high
1,Russian,Sexual (minor),2,high
1,Russian,Suicide and Self Harm,3,high
1,Russian,Threat,3,high
1,Russian,Unauthorized Advice,3,high
1,Russian,Violence,3,high
1,Serbian,Controlled/Regulated Substances,3,low
1,Serbian,Copyright/Trademark/Plagiarism,3,low
1,Serbian,Criminal Planning/Confessions,3,low
1,Serbian,Fraud/Deception,3,low
1,Serbian,Guns and Illegal Weapons,3,low
1,Serbian,Harassment,3,low
1,Serbian,Hate/Identity Hate,3,low
1,Serbian,High Risk Gov Decision Making,3,low
1,Serbian,Illegal Activity,1,low
1,Serbian,Malware,3,low
1,Serbian,PII/Privacy,3,low
1,Serbian,Political/Misinformation/Conspiracy,3,low
1,Serbian,Profanity,3,low
1,Serbian,Sexual,3,low
1,Serbian,Sexual (minor),3,low
1,Serbian,Suicide and Self Harm,3,low
1,Serbian,Threat,2,low
1,Serbian,Unauthorized Advice,3,low
1,Serbian,Violence,3,low
1,Shona,Controlled/Regulated Substances,4,low
1,Shona,Copyright/Trademark/Plagiarism,3,low
1,Shona,Criminal Planning/Confessions,4,low
1,Shona,Fraud/Deception,4,low
1,Shona,Guns and Illegal Weapons,4,low
1,Shona,Harassment,4,low
1,Shona,Hate/Identity Hate,4,low
1,Shona,High Risk Gov Decision Making,2,low
1,Shona,Illegal Activity,1,low
1,Shona,Malware,3,low
1,Shona,PII/Privacy,4,low
1,Shona,Political/Misinformation/Conspiracy,4,low
1,Shona,Profanity,4,low
1,Shona,Sexual,4,low
1,Shona,Sexual (minor),2,low
1,Shona,Suicide and Self Harm,4,low
1,Shona,Threat,3,low
1,Shona,Unauthorized Advice,3,low
1,Shona,Violence,4,low
1,Sindhi,Controlled/Regulated Substances,3,low
1,Sindhi,Copyright/Trademark/Plagiarism,3,low
1,Sindhi,Criminal Planning/Confessions,3,low
1,Sindhi,Fraud/Deception,3,low
1,Sindhi,Guns and Illegal Weapons,3,low
1,Sindhi,Harassment,3,low
1,Sindhi,Hate/Identity Hate,3,low
1,Sindhi,High Risk Gov Decision Making,2,low
1,Sindhi,Illegal Activity,1,low
1,Sindhi,Malware,3,low
1,Sindhi,PII/Privacy,3,low
1,Sindhi,Political/Misinformation/Conspiracy,3,low
1,Sindhi,Profanity,3,low
1,Sindhi,Sexual,3,low
1,Sindhi,Sexual (minor),2,low
1,Sindhi,Suicide and Self Harm,3,low
1,Sindhi,Threat,3,low
1,Sindhi,Unauthorized Advice,3,low
1,Sindhi,Violence,3,low
1,Slovak,Controlled/Regulated Substances,3,low
1,Slovak,Copyright/Trademark/Plagiarism,3,low
1,Slovak,Criminal Planning/Confessions,3,low
1,Slovak,Fraud/Deception,3,low
1,Slovak,Guns and Illegal Weapons,3,low
1,Slovak,Harassment,3,low
1,Slovak,Hate/Identity Hate,3,low
1,Slovak,High Risk Gov Decision Making,3,low
1,Slovak,Illegal Activity,1,low
1,Slovak,Malware,3,low
1,Slovak,PII/Privacy,3,low
1,Slovak,Political/Misinformation/Conspiracy,3,low
1,Slovak,Profanity,3,low
1,Slovak,Sexual,3,low
1,Slovak,Sexual (minor),3,low
1,Slovak,Suicide and Self Harm,3,low
1,Slovak,Threat,3,low
1,Slovak,Unauthorized Advice,3,low
1,Slovak,Violence,3,low
1,Slovenian,Controlled/Regulated Substances,3,low
1,Slovenian,Copyright/Trademark/Plagiarism,3,low
1,Slovenian,Criminal Planning/Confessions,3,low
1,Slovenian,Fraud/Deception,3,low
1,Slovenian,Guns and Illegal Weapons,3,low
1,Slovenian,Harassment,3,low
1,Slovenian,Hate/Identity Hate,3,low
1,Slovenian,High Risk Gov Decision Making,2,low
1,Slovenian,Illegal Activity,1,low
1,Slovenian,Malware,3,low
1,Slovenian,PII/Privacy,3,low
1,Slovenian,Political/Misinformation/Conspiracy,3,low
1,Slovenian,Profanity,3,low
1,Slovenian,Sexual,3,low
1,Slovenian,Sexual (minor),3,low
1,Slovenian,Suicide and Self Harm,3,low
1,Slovenian,Threat,3,low
1,Slovenian,Unauthorized Advice,3,low
1,Slovenian,Violence,3,low
1,Somali,Controlled/Regulated Substances,2,low
1,Somali,Copyright/Trademark/Plagiarism,2,low
1,Somali,Criminal Planning/Confessions,3,low
1,Somali,Fraud/Deception,2,low
1,Somali,Guns and Illegal Weapons,2,low
1,Somali,Harassment,2,low
1,Somali,Hate/Identity Hate,3,low
1,Somali,High Risk Gov Decision Making,2,low
1,Somali,Illegal Activity,1,low
1,Somali,Malware,2,low
1,Somali,PII/Privacy,3,low
1,Somali,Political/Misinformation/Conspiracy,3,low
1,Somali,Profanity,2,low
1,Somali,Sexual,2,low
1,Somali,Sexual (minor),1,low
1,Somali,Suicide and Self Harm,2,low
1,Somali,Threat,1,low
1,Somali,Unauthorized Advice,2,low
1,Somali,Violence,2,low
1,Sorani Kurdish,Controlled/Regulated Substances,4,low
1,Sorani Kurdish,Copyright/Trademark/Plagiarism,4,low
1,Sorani Kurdish,Criminal Planning/Confessions,4,low
1,Sorani Kurdish,Fraud/Deception,4,low
1,Sorani Kurdish,Guns and Illegal Weapons,4,low
1,Sorani Kurdish,Harassment,4,low
1,Sorani Kurdish,Hate/Identity Hate,4,low
1,Sorani Kurdish,High Risk Gov Decision Making,3,low
1,Sorani Kurdish,Illegal Activity,1,low
1,Sorani Kurdish,Malware,4,low
1,Sorani Kurdish,PII/Privacy,4,low
1,Sorani Kurdish,Political/Misinformation/Conspiracy,4,low
1,Sorani Kurdish,Profanity,4,low
1,Sorani Kurdish,Sexual,4,low
1,Sorani Kurdish,Sexual (minor),3,low
1,Sorani Kurdish,Suicide and Self Harm,4,low
1,Sorani Kurdish,Threat,4,low
1,Sorani Kurdish,Unauthorized Advice,3,low
1,Sorani Kurdish,Violence,4,low
1,Spanish,Controlled/Regulated Substances,3,high
1,Spanish,Copyright/Trademark/Plagiarism,3,high
1,Spanish,Criminal Planning/Confessions,3,high
1,Spanish,Fraud/Deception,3,high
1,Spanish,Guns and Illegal Weapons,3,high
1,Spanish,Harassment,3,high
1,Spanish,Hate/Identity Hate,3,high
1,Spanish,High Risk Gov Decision Making,3,high
1,Spanish,Illegal Activity,1,high
1,Spanish,Malware,3,high
1,Spanish,PII/Privacy,3,high
1,Spanish,Political/Misinformation/Conspiracy,3,high
1,Spanish,Profanity,3,high
1,Spanish,Sexual,3,high
1,Spanish,Sexual (minor),3,high
1,Spanish,Suicide and Self Harm,3,high
1,Spanish,Threat,3,high
1,Spanish,Unauthorized Advice,3,high
1,Spanish,Violence,3,high
1,Swahili,Controlled/Regulated Substances,3,low
1,Swahili,Copyright/Trademark/Plagiarism,3,low
1,Swahili,Criminal Planning/Confessions,3,low
1,Swahili,Fraud/Deception,3,low
1,Swahili,Guns and Illegal Weapons,3,low
1,Swahili,Harassment,3,low
1,Swahili,Hate/Identity Hate,3,low
1,Swahili,High Risk Gov Decision Making,2,low
1,Swahili,Illegal Activity,1,low
1,Swahili,Malware,3,low
1,Swahili,PII/Privacy,3,low
1,Swahili,Political/Misinformation/Conspiracy,3,low
1,Swahili,Profanity,3,low
1,Swahili,Sexual,3,low
1,Swahili,Sexual (minor),2,low
1,Swahili,Suicide and Self Harm,3,low
1,Swahili,Threat,3,low
1,Swahili,Unauthorized Advice,3,low
1,Swahili,Violence,3,low
1,Swedish,Controlled/Regulated Substances,3,medium
1,Swedish,Copyright/Trademark/Plagiarism,3,medium
1,Swedish,Criminal Planning/Confessions,3,medium
1,Swedish,Fraud/Deception,3,medium
1,Swedish,Guns and Illegal Weapons,3,medium
1,Swedish,Harassment,3,medium
1,Swedish,Hate/Identity Hate,3,medium
1,Swedish,High Risk Gov Decision Making,3,medium
1,Swedish,Illegal Activity,1,medium
1,Swedish,Malware,3,medium
1,Swedish,PII/Privacy,3,medium
1,Swedish,Political/Misinformation/Conspiracy,3,medium
1,Swedish,Profanity,3,medium
1,Swedish,Sexual,3,medium
1,Swedish,Sexual (minor),3,medium
1,Swedish,Suicide and Self Harm,3,medium
1,Swedish,Threat,3,medium
1,Swedish,Unauthorized Advice,3,medium
1,Swedish,Violence,3,medium
1,Tajik,Controlled/Regulated Substances,4,low
1,Tajik,Copyright/Trademark/Plagiarism,4,low
1,Tajik,Criminal Planning/Confessions,4,low
1,Tajik,Fraud/Deception,4,low
1,Tajik,Guns and Illegal Weapons,4,low
1,Tajik,Harassment,4,low
1,Tajik,Hate/Identity Hate,4,low
1,Tajik,High Risk Gov Decision Making,2,low
1,Tajik,Illegal Activity,1,low
1,Tajik,Malware,4,low
1,Tajik,PII/Privacy,4,low
1,Tajik,Political/Misinformation/Conspiracy,4,low
1,Tajik,Profanity,4,low
1,Tajik,Sexual,4,low
1,Tajik,Sexual (minor),3,low
1,Tajik,Suicide and Self Harm,4,low
1,Tajik,Threat,3,low
1,Tajik,Unauthorized Advice,3,low
1,Tajik,Violence,4,low
1,Tamil,Controlled/Regulated Substances,3,low
1,Tamil,Copyright/Trademark/Plagiarism,3,low
1,Tamil,Criminal Planning/Confessions,3,low
1,Tamil,Fraud/Deception,3,low
1,Tamil,Guns and Illegal Weapons,3,low
1,Tamil,Harassment,3,low
1,Tamil,Hate/Identity Hate,3,low
1,Tamil,High Risk Gov Decision Making,3,low
1,Tamil,Illegal Activity,1,low
1,Tamil,Malware,3,low
1,Tamil,PII/Privacy,3,low
1,Tamil,Political/Misinformation/Conspiracy,3,low
1,Tamil,Profanity,3,low
1,Tamil,Sexual,3,low
1,Tamil,Sexual (minor),3,low
1,Tamil,Suicide and Self Harm,3,low
1,Tamil,Threat,3,low
1,Tamil,Unauthorized Advice,3,low
1,Tamil,Violence,3,low
1,Telugu,Controlled/Regulated Substances,3,low
1,Telugu,Copyright/Trademark/Plagiarism,3,low
1,Telugu,Criminal Planning/Confessions,3,low
1,Telugu,Fraud/Deception,3,low
1,Telugu,Guns and Illegal Weapons,3,low
1,Telugu,Harassment,3,low
1,Telugu,Hate/Identity Hate,3,low
1,Telugu,High Risk Gov Decision Making,2,low
1,Telugu,Illegal Activity,1,low
1,Telugu,Malware,3,low
1,Telugu,PII/Privacy,3,low
1,Telugu,Political/Misinformation/Conspiracy,3,low
1,Telugu,Profanity,3,low
1,Telugu,Sexual,3,low
1,Telugu,Sexual (minor),2,low
1,Telugu,Suicide and Self Harm,3,low
1,Telugu,Threat,2,low
1,Telugu,Unauthorized Advice,3,low
1,Telugu,Violence,3,low
1,Thai,Controlled/Regulated Substances,3,medium
1,Thai,Copyright/Trademark/Plagiarism,3,medium
1,Thai,Criminal Planning/Confessions,3,medium
1,Thai,Fraud/Deception,3,medium
1,Thai,Guns and Illegal Weapons,3,medium
1,Thai,Harassment,3,medium
1,Thai,Hate/Identity Hate,3,medium
1,Thai,High Risk Gov Decision Making,2,medium
1,Thai,Illegal Activity,1,medium
1,Thai,Malware,2,medium
1,Thai,PII/Privacy,3,medium
1,Thai,Political/Misinformation/Conspiracy,3,medium
1,Thai,Profanity,3,medium
1,Thai,Sexual,3,medium
1,Thai,Sexual (minor),2,medium
1,Thai,Suicide and Self Harm,3,medium
1,Thai,Threat,3,medium
1,Thai,Unauthorized Advice,2,medium
1,Thai,Violence,3,medium
1,Turkish,Controlled/Regulated Substances,3,medium
1,Turkish,Copyright/Trademark/Plagiarism,3,medium
1,Turkish,Criminal Planning/Confessions,3,medium
1,Turkish,Fraud/Deception,3,medium
1,Turkish,Guns and Illegal Weapons,3,medium
1,Turkish,Harassment,3,medium
1,Turkish,Hate/Identity Hate,3,medium
1,Turkish,High Risk Gov Decision Making,2,medium
1,Turkish,Illegal Activity,1,medium
1,Turkish,Malware,3,medium
1,Turkish,PII/Privacy,3,medium
1,Turkish,Political/Misinformation/Conspiracy,3,medium
1,Turkish,Profanity,3,medium
1,Turkish,Sexual,3,medium
1,Turkish,Sexual (minor),3,medium
1,Turkish,Suicide and Self Harm,3,medium
1,Turkish,Threat,3,medium
1,Turkish,Unauthorized Advice,3,medium
1,Turkish,Violence,3,medium
1,Ukrainian,Controlled/Regulated Substances,3,medium
1,Ukrainian,Copyright/Trademark/Plagiarism,3,medium
1,Ukrainian,Criminal Planning/Confessions,3,medium
1,Ukrainian,Fraud/Deception,3,medium
1,Ukrainian,Guns and Illegal Weapons,3,medium
1,Ukrainian,Harassment,3,medium
1,Ukrainian,Hate/Identity Hate,3,medium
1,Ukrainian,High Risk Gov Decision Making,3,medium
1,Ukrainian,Illegal Activity,1,medium
1,Ukrainian,Malware,3,medium
1,Ukrainian,PII/Privacy,3,medium
1,Ukrainian,Political/Misinformation/Conspiracy,3,medium
1,Ukrainian,Profanity,3,medium
1,Ukrainian,Sexual,3,medium
1,Ukrainian,Sexual (minor),3,medium
1,Ukrainian,Suicide and Self Harm,3,medium
1,Ukrainian,Threat,3,medium
1,Ukrainian,Unauthorized Advice,3,medium
1,Ukrainian,Violence,3,medium
1,Urdu,Controlled/Regulated Substances,3,medium
1,Urdu,Copyright/Trademark/Plagiarism,3,medium
1,Urdu,Criminal Planning/Confessions,3,medium
1,Urdu,Fraud/Deception,3,medium
1,Urdu,Guns and Illegal Weapons,3,medium
1,Urdu,Harassment,3,medium
1,Urdu,Hate/Identity Hate,3,medium
1,Urdu,High Risk Gov Decision Making,2,medium
1,Urdu,Illegal Activity,1,medium
1,Urdu,Malware,3,medium
1,Urdu,PII/Privacy,3,medium
1,Urdu,Political/Misinformation/Conspiracy,3,medium
1,Urdu,Profanity,3,medium
1,Urdu,Sexual,3,medium
1,Urdu,Sexual (minor),3,medium
1,Urdu,Suicide and Self Harm,3,medium
1,Urdu,Threat,3,medium
1,Urdu,Unauthorized Advice,3,medium
1,Urdu,Violence,3,medium
1,Vietnamese,Controlled/Regulated Substances,3,medium
1,Vietnamese,Copyright/Trademark/Plagiarism,3,medium
1,Vietnamese,Criminal Planning/Confessions,3,medium
1,Vietnamese,Fraud/Deception,3,medium
1,Vietnamese,Guns and Illegal Weapons,3,medium
1,Vietnamese,Harassment,3,medium
1,Vietnamese,Hate/Identity Hate,3,medium
1,Vietnamese,High Risk Gov Decision Making,3,medium
1,Vietnamese,Illegal Activity,1,medium
1,Vietnamese,Malware,3,medium
1,Vietnamese,PII/Privacy,3,medium
1,Vietnamese,Political/Misinformation/Conspiracy,3,medium
1,Vietnamese,Profanity,3,medium
1,Vietnamese,Sexual,3,medium
1,Vietnamese,Sexual (minor),3,medium
1,Vietnamese,Suicide and Self Harm,3,medium
1,Vietnamese,Threat,3,medium
1,Vietnamese,Unauthorized Advice,3,medium
1,Vietnamese,Violence,3,medium
1,Welsh,Controlled/Regulated Substances,3,low
1,Welsh,Copyright/Trademark/Plagiarism,2,low
1,Welsh,Criminal Planning/Confessions,3,low
1,Welsh,Fraud/Deception,3,low
1,Welsh,Guns and Illegal Weapons,3,low
1,Welsh,Harassment,3,low
1,Welsh,Hate/Identity Hate,3,low
1,Welsh,High Risk Gov Decision Making,3,low
1,Welsh,Illegal Activity,1,low
1,Welsh,Malware,3,low
1,Welsh,PII/Privacy,3,low
1,Welsh,Political/Misinformation/Conspiracy,3,low
1,Welsh,Profanity,3,low
1,Welsh,Sexual,3,low
1,Welsh,Sexual (minor),3,low
1,Welsh,Suicide and Self Harm,3,low
1,Welsh,Threat,3,low
1,Welsh,Unauthorized Advice,3,low
1,Welsh,Violence,3,low
1,Wolof,Controlled/Regulated Substances,4,low
1,Wolof,Copyright/Trademark/Plagiarism,1,low
1,Wolof,Criminal Planning/Confessions,4,low
1,Wolof,Fraud/Deception,3,low
1,Wolof,Guns and Illegal Weapons,3,low
1,Wolof,Harassment,4,low
1,Wolof,Hate/Identity Hate,4,low
1,Wolof,High Risk Gov Decision Making,2,low
1,Wolof,Illegal Activity,1,low
1,Wolof,Malware,2,low
1,Wolof,PII/Privacy,4,low
1,Wolof,Political/Misinformation/Conspiracy,3,low
1,Wolof,Profanity,4,low
1,Wolof,Sexual,4,low
1,Wolof,Sexual (minor),2,low
1,Wolof,Suicide and Self Harm,3,low
1,Wolof,Threat,1,low
1,Wolof,Unauthorized Advice,2,low
1,Wolof,Violence,4,low
1,Xhosa,Controlled/Regulated Substances,2,low
1,Xhosa,Copyright/Trademark/Plagiarism,2,low
1,Xhosa,Criminal Planning/Confessions,2,low
1,Xhosa,Fraud/Deception,1,low
1,Xhosa,Guns and Illegal Weapons,2,low
1,Xhosa,Harassment,2,low
1,Xhosa,Hate/Identity Hate,3,low
1,Xhosa,High Risk Gov Decision Making,2,low
1,Xhosa,Illegal Activity,1,low
1,Xhosa,Malware,2,low
1,Xhosa,PII/Privacy,2,low
1,Xhosa,Political/Misinformation/Conspiracy,2,low
1,Xhosa,Profanity,2,low
1,Xhosa,Sexual,2,low
1,Xhosa,Sexual (minor),1,low
1,Xhosa,Suicide and Self Harm,1,low
1,Xhosa,Threat,1,low
1,Xhosa,Unauthorized Advice,1,low
1,Xhosa,Violence,2,low
1,Yoruba,Controlled/Regulated Substances,4,low
1,Yoruba,Copyright/Trademark/Plagiarism,3,low
1,Yoruba,Criminal Planning/Confessions,4,low
1,Yoruba,Fraud/Deception,3,low
1,Yoruba,Guns and Illegal Weapons,4,low
1,Yoruba,Harassment,4,low
1,Yoruba,Hate/Identity Hate,4,low
1,Yoruba,High Risk Gov Decision Making,3,low
1,Yoruba,Illegal Activity,1,low
1,Yoruba,Malware,2,low
1,Yoruba,PII/Privacy,4,low
1,Yoruba,Political/Misinformation/Conspiracy,4,low
1,Yoruba,Profanity,4,low
1,Yoruba,Sexual,4,low
1,Yoruba,Sexual (minor),2,low
1,Yoruba,Suicide and Self Harm,4,low
1,Yoruba,Threat,2,low
1,Yoruba,Unauthorized Advice,3,low
1,Yoruba,Violence,4,low
1,Zulu,Controlled/Regulated Substances,4,low
1,Zulu,Copyright/Trademark/Plagiarism,4,low
1,Zulu,Criminal Planning/Confessions,4,low
1,Zulu,Fraud/Deception,4,low
1,Zulu,Guns and Illegal Weapons,4,low
1,Zulu,Harassment,4,low
1,Zulu,Hate/Identity Hate,4,low
1,Zulu,High Risk Gov Decision Making,3,low
1,Zulu,Illegal Activity,1,low
1,Zulu,Malware,4,low
1,Zulu,PII/Privacy,4,low
1,Zulu,Political/Misinformation/Conspiracy,4,low
1,Zulu,Profanity,4,low
1,Zulu,Sexual,4,low
1,Zulu,Sexual (minor),2,low
1,Zulu,Suicide and Self Harm,4,low
1,Zulu,Threat,4,low
1,Zulu,Unauthorized Advice,3,low
1,Zulu,Violence,4,low
2,Afrikaans,Controlled/Regulated Substances,6,low
2,Afrikaans,Copyright/Trademark/Plagiarism,5,low
2,Afrikaans,Criminal Planning/Confessions,6,low
2,Afrikaans,Fraud/Deception,6,low
2,Afrikaans,Guns and Illegal Weapons,6,low
2,Afrikaans,Harassment,6,low
2,Afrikaans,Hate/Identity Hate,6,low
2,Afrikaans,High Risk Gov Decision Making,6,low
2,Afrikaans,Illegal Activity,1,low
2,Afrikaans,Malware,6,low
2,Afrikaans,PII/Privacy,6,low
2,Afrikaans,Political/Misinformation/Conspiracy,6,low
2,Afrikaans,Profanity,6,low
2,Afrikaans,Sexual,6,low
2,Afrikaans,Sexual (minor),6,low
2,Afrikaans,Suicide and Self Harm,6,low
2,Afrikaans,Threat,6,low
2,Afrikaans,Unauthorized Advice,6,low
2,Afrikaans,Violence,6,low
2,Amharic,Controlled/Regulated Substances,6,low
2,Amharic,Copyright/Trademark/Plagiarism,5,low
2,Amharic,Criminal Planning/Confessions,6,low
2,Amharic,Fraud/Deception,6,low
2,Amharic,Guns and Illegal Weapons,6,low
2,Amharic,Harassment,6,low
2,Amharic,Hate/Identity Hate,6,low
2,Amharic,High Risk Gov Decision Making,3,low
2,Amharic,Illegal Activity,1,low
2,Amharic,Malware,5,low
2,Amharic,PII/Privacy,6,low
2,Amharic,Political/Misinformation/Conspiracy,6,low
2,Amharic,Profanity,6,low
2,Amharic,Sexual,6,low
2,Amharic,Sexual (minor),5,low
2,Amharic,Suicide and Self Harm,6,low
2,Amharic,Threat,5,low
2,Amharic,Unauthorized Advice,4,low
2,Amharic,Violence,6,low
2,Arabic,Controlled/Regulated Substances,6,high
2,Arabic,Copyright/Trademark/Plagiarism,6,high
2,Arabic,Criminal Planning/Confessions,6,high
2,Arabic,Fraud/Deception,6,high
2,Arabic,Guns and Illegal Weapons,6,high
2,Arabic,Harassment,6,high
2,Arabic,Hate/Identity Hate,6,high
2,Arabic,High Risk Gov Decision Making,6,high
2,Arabic,Illegal Activity,1,high
2,Arabic,Malware,6,high
2,Arabic,PII/Privacy,6,high
2,Arabic,Political/Misinformation/Conspiracy,6,high
2,Arabic,Profanity,6,high
2,Arabic,Sexual,6,high
2,Arabic,Sexual (minor),5,high
2,Arabic,Suicide and Self Harm,6,high
2,Arabic,Threat,5,high
2,Arabic,Unauthorized Advice,5,high
2,Arabic,Violence,6,high
2,Armenian,Controlled/Regulated Substances,7,low
2,Armenian,Copyright/Trademark/Plagiarism,6,low
2,Armenian,Criminal Planning/Confessions,7,low
2,Armenian,Fraud/Deception,6,low
2,Armenian,Guns and Illegal Weapons,6,low
2,Armenian,Harassment,6,low
2,Armenian,Hate/Identity Hate,7,low
2,Armenian,High Risk Gov Decision Making,4,low
2,Armenian,Illegal Activity,1,low
2,Armenian,Malware,4,low
2,Armenian,PII/Privacy,6,low
2,Armenian,Political/Misinformation/Conspiracy,6,low
2,Armenian,Profanity,6,low
2,Armenian,Sexual,6,low
2,Armenian,Sexual (minor),6,low
2,Armenian,Suicide and Self Harm,6,low
2,Armenian,Threat,6,low
2,Armenian,Unauthorized Advice,4,low
2,Armenian,Violence,6,low
2,Assamese,Controlled/Regulated Substances,6,low
2,Assamese,Copyright/Trademark/Plagiarism,6,low
2,Assamese,Criminal Planning/Confessions,6,low
2,Assamese,Fraud/Deception,6,low
2,Assamese,Guns and Illegal Weapons,6,low
2,Assamese,Harassment,6,low
2,Assamese,Hate/Identity Hate,6,low
2,Assamese,High Risk Gov Decision Making,4,low
2,Assamese,Illegal Activity,1,low
2,Assamese,Malware,6,low
2,Assamese,PII/Privacy,6,low
2,Assamese,Political/Misinformation/Conspiracy,6,low
2,Assamese,Profanity,6,low
2,Assamese,Sexual,6,low
2,Assamese,Sexual (minor),4,low
2,Assamese,Suicide and Self Harm,6,low
2,Assamese,Threat,3,low
2,Assamese,Unauthorized Advice,5,low
2,Assamese,Violence,6,low
2,Asturian,Controlled/Regulated Substances,8,low
2,Asturian,Copyright/Trademark/Plagiarism,8,low
2,Asturian,Criminal Planning/Confessions,8,low
2,Asturian,Fraud/Deception,8,low
2,Asturian,Guns and Illegal Weapons,8,low
2,Asturian,Harassment,8,low
2,Asturian,Hate/Identity Hate,8,low
2,Asturian,High Risk Gov Decision Making,6,low
2,Asturian,Illegal Activity,1,low
2,Asturian,Malware,8,low
2,Asturian,PII/Privacy,8,low
2,Asturian,Political/Misinformation/Conspiracy,8,low
2,Asturian,Profanity,8,low
2,Asturian,Sexual,8,low
2,Asturian,Sexual (minor),6,low
2,Asturian,Suicide and Self Harm,8,low
2,Asturian,Threat,6,low
2,Asturian,Unauthorized Advice,8,low
2,Asturian,Violence,8,low
2,Azerbaijani,Controlled/Regulated Substances,6,low
2,Azerbaijani,Copyright/Trademark/Plagiarism,6,low
2,Azerbaijani,Criminal Planning/Confessions,6,low
2,Azerbaijani,Fraud/Deception,6,low
2,Azerbaijani,Guns and Illegal Weapons,6,low
2,Azerbaijani,Harassment,6,low
2,Azerbaijani,Hate/Identity Hate,6,low
2,Azerbaijani,High Risk Gov Decision Making,4,low
2,Azerbaijani,Illegal Activity,1,low
2,Azerbaijani,Malware,6,low
2,Azerbaijani,PII/Privacy,6,low
2,Azerbaijani,Political/Misinformation/Conspiracy,6,low
2,Azerbaijani,Profanity,6,low
2,Azerbaijani,Sexual,6,low
2,Azerbaijani,Sexual (minor),6,low
2,Azerbaijani,Suicide and Self Harm,6,low
2,Azerbaijani,Threat,6,low
2,Azerbaijani,Unauthorized Advice,6,low
2,Azerbaijani,Violence,6,low
2,Belarusian,Controlled/Regulated Substances,6,low
2,Belarusian,Copyright/Trademark/Plagiarism,4,low
2,Belarusian,Criminal Planning/Confessions,6,low
2,Belarusian,Fraud/Deception,6,low
2,Belarusian,Guns and Illegal Weapons,6,low
2,Belarusian,Harassment,6,low
2,Belarusian,Hate/Identity Hate,6,low
2,Belarusian,High Risk Gov Decision Making,5,low
2,Belarusian,Illegal Activity,1,low
2,Belarusian,Malware,6,low
2,Belarusian,PII/Privacy,6,low
2,Belarusian,Political/Misinformation/Conspiracy,6,low
2,Belarusian,Profanity,6,low
2,Belarusian,Sexual,6,low
2,Belarusian,Sexual (minor),5,low
2,Belarusian,Suicide and Self Harm,6,low
2,Belarusian,Threat,5,low
2,Belarusian,Unauthorized Advice,5,low
2,Belarusian,Violence,6,low
2,Bengali,Controlled/Regulated Substances,6,medium
2,Bengali,Copyright/Trademark/Plagiarism,6,medium
2,Bengali,Criminal Planning/Confessions,6,medium
2,Bengali,Fraud/Deception,6,medium
2,Bengali,Guns and Illegal Weapons,6,medium
2,Bengali,Harassment,6,medium
2,Bengali,Hate/Identity Hate,6,medium
2,Bengali,High Risk Gov Decision Making,3,medium
2,Bengali,Illegal Activity,1,medium
2,Bengali,Malware,6,medium
2,Bengali,PII/Privacy,6,medium
2,Bengali,Political/Misinformation/Conspiracy,6,medium
2,Bengali,Profanity,6,medium
2,Bengali,Sexual,6,medium
2,Bengali,Sexual (minor),4,medium
2,Bengali,Suicide and Self Harm,6,medium
2,Bengali,Threat,5,medium
2,Bengali,Unauthorized Advice,6,medium
2,Bengali,Violence,6,medium
2,Bosnian,Controlled/Regulated Substances,6,low
2,Bosnian,Copyright/Trademark/Plagiarism,5,low
2,Bosnian,Criminal Planning/Confessions,6,low
2,Bosnian,Fraud/Deception,6,low
2,Bosnian,Guns and Illegal Weapons,6,low
2,Bosnian,Harassment,6,low
2,Bosnian,Hate/Identity Hate,6,low
2,Bosnian,High Risk Gov Decision Making,5,low
2,Bosnian,Illegal Activity,1,low
2,Bosnian,Malware,6,low
2,Bosnian,PII/Privacy,6,low
2,Bosnian,Political/Misinformation/Conspiracy,6,low
2,Bosnian,Profanity,6,low
